PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
307086172,23038831,17,2023-03-16T12:30:00,Zone 5,N,,5,SEXUAL ASSAULT,3124.1 Sexual Assault,,,,,
307108140,23038890,6,2023-03-16T15:29:00,"6200 Block Penn Ave Pittsburgh, PA 15206",Y,East Liberty,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 3503(b)(1)(i) Actual Communication,1115,8,2,-79.92259331,40.46013934
307111706,23039017,0,2023-03-16T19:30:00,"1200 Block Woodland Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,9999 9999 - (Misc. Incident): ,2715,1,1,-80.02751034,40.46973962
307112075,23038931,0,2023-03-16T18:21:00,"1600 Block Spring Garden Ave Pittsburgh, PA 15212",N,Spring Garden,1,99,9094 Recovered Stolen Vehicle (OUTSIDE CITY),2412,1,1,-79.98527363,40.46616039
307114226,23039051,0,2023-03-16T20:17:00,"3400 Block Gass Ave Pittsburgh, PA 15212",N,Brighton Heights,1,99,9093 Indirect Criminal Contempt,2703,1,1,-80.03467215,40.47707433
307130185,23039223,0,2023-03-17T05:41:00,"1000 Block Memory Ln Pittsburgh, PA 15219",N,Bedford Dwellings,2,99,8106 Shots Fired,509,6,3,-79.97963258,40.44959218
307141181,23039242,18,2023-03-17T08:50:00,"500 Block Brownsville Rd Pittsburgh, PA 15210",N,Knoxville,3,STOLEN PROPERTY,"13(a)(30) Possession w/ Intent to Del. Controlled Substance / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)",3001,3,5,-79.98984845,40.41196568
307146450,23039378,0,2023-03-17T12:00:00,"1000 Block Moyer St Pittsburgh, PA 15204",N,Sheraden,6,99,9994 PFA Service,2022,2,5,-80.06427692,40.45827205
308155356,23046460,10,2023-03-30T10:06:00,"6200 Block Broad St Pittsburgh, PA 15206",Y,East Liberty,5,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",1115,9,2,-79.92205139,40.46165532
306031558,23033121,10,2023-03-05T07:35:00,"300 Block Cedar Ave Pittsburgh, PA 15212",N,East Allegheny,1,HARRASSMENT,2709(a) Harassment.,2304,1,1,-80.00090781,40.45089356
306032839,23033122,18,2023-03-05T07:32:00,"6900 Block Kelly St Pittsburgh, PA 15208",Y,Homewood West,5,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 1301 Registration and Certificate of Title Required. / 3736 Reckless Driving,1207,9,2,-79.90436074,40.4571985
306034271,23033118,24,2023-03-05T07:30:00,"600 Block Commonwealth Pl Pittsburgh, PA 15222",Y,Central Business District,2,DISORDERLY CONDUCT,5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST / 5101 Obstructing Admin. of Law  / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,201,6,6,-80.00640882,40.44174089
-3583011024,23033136,99,2023-03-05T09:02:00,"700 Block Mercer St Pittsburgh, PA 15219",N,Crawford-Roberts,2,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),305,,,,
306036272,23033207,99,2023-03-05T13:00:00,"400 Block Cinema Dr Pittsburgh, PA 15203",N,Bluff,3,LOST PROPERTY,9504 Lost Property,103,,,,
306037020,23033236,0,2023-03-05T13:40:00,"Howard St & W North Ave Pittsburgh, PA 15212",Y,Fineview,1,99,9998 Overdose Other,2509,1,1,-79.9992357,40.45684717
306045620,23033040,27,2023-03-05T02:00:00,"North Shore Dr & Chuck Noll Way Pittsburgh, PA 15212",Y,North Shore,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3714 Careless Driving / 1543 Driving While Operating Privilege is Suspended or Revoked.,2205,1,6,-80.01170887,40.4458514
306048203,23033336,27,2023-03-05T06:30:00,"Frankstown Ave & Washington Blvd Pittsburgh, PA 15208",N,Homewood West,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1207,9,2,-79.90804351,40.4586818
306068731,23033459,27,2023-03-05T22:55:00,"600 Block East Ohio St Pittsburgh, PA 15212",N,East Allegheny,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2304,1,1,-79.99897807,40.45397779
306068957,23033461,99,2023-03-05T23:44:00,"3500 Block Centralia St Pittsburgh, PA 15204",N,Chartiers City,6,AIDED CASE,9497 Aided Case,2021,,,,
306071216,23033045,0,2023-03-05T02:01:00,"2100 Block Rhine St Pittsburgh, PA 15212",N,Spring Hill-City View,1,99,8106 Shots Fired,2620,1,1,-79.99361351,40.46659028
306071434,23033422,99,2023-03-06T00:49:00,"Mckees Rocks Brg Pittsburgh, PA 15202",N,Outside County,OSC,AIDED CASE,9497 Aided Case,6699,,,,
307646529,23042659,6,2023-03-23T12:55:00,"900 Block Freeport Rd Pittsburgh, PA 15238",N,Homewood North,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1301,9,2,-79.89235295,40.4861185
307650130,23042693,15,2023-03-23T12:00:00,"900 Block Freeport Rd Pittsburgh, PA ",N,Lincoln-Lemington-Belmar,5,SALE OR TRANSFER OF FIREARMS,6111 Sale of Firearms.,1201,9,2,-79.89235295,40.4861185
307674037,23042696,15,2023-03-23T12:00:00,"900 Block Freeport Rd Pittsburgh, PA 15238",N,Lincoln-Lemington-Belmar,5,SALE OR TRANSFER OF FIREARMS,6111 Sale of Firearms.,1201,9,2,-79.89235295,40.4861185
307688272,23042765,6,2023-03-23T17:00:00,"2000 Block Wharton St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",1702,3,3,-79.97643264,40.43034081
307696238,23042810,14,2023-03-23T17:15:00,"5500 Block Butler St Pittsburgh, PA 15201",N,Upper Lawrenceville,2,CRIM MISCHIEF,3304 Criminal Mischief.,1011,7,2,-79.94911895,40.48330154
307781954,23043228,99,2023-03-24T14:01:00,"5th Ave & Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,FOUND PROPERTY,9489 Found Property,201,6,6,-79.99864926,40.44009359
308112953,23041817,99,2023-03-18T12:00:00,"80 Block Laclede St Pittsburgh, PA 15211",N,Mount Washington,3,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,1807,3,5,-80.00315213,40.42373234
308241706,23047124,10,2023-03-28T08:30:00,"300 Block E Warrington Ave Pittsburgh, PA 15210",N,Beltzhoover,3,SIMPLE ASSAULT,2701 Simple Assault.,1809,3,5,-80.00245373,40.42102979
306681112,23036908,6,2023-03-12T16:09:00,"100 Block Larimer Ave Pittsburgh, PA 15206",N,East Liberty,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1115,,,,
306683851,23036917,27,2023-03-12T16:39:00,"West End Cir & West End Brg Pittsburgh, PA 15220",N,South Shore,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1921,2,5,-80.02820285,40.44421109
306684991,23036940,99,2023-03-12T17:35:00,"1200 Block Denniston St Pittsburgh, PA 15206",N,Point Breeze,4,AIDED CASE,9497 Aided Case,1404,8,3,-79.9205727,40.44784505
306687205,23037016,0,2023-03-12T20:46:00,"500 Block Protectory Pl Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,9994 PFA Service,305,6,3,-79.98502428,40.44148028
306688982,23037044,99,2023-03-12T18:00:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,DRUG INVESTIGATION,9124 Drug Investigation,2108,6,1,-80.02196846,40.45121772
306014084,23032868,6,2023-03-04T18:30:00,"100 Block Station Square Dr W Pittsburgh, PA 15219",N,South Shore,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1921,2,5,-80.0036478,40.43339608
306020939,23032970,0,2023-03-04T23:41:00,"2200 Block Noblestown Rd Pittsburgh, PA 15205",Y,Westwood,6,99,3736 Reckless Driving,2811,2,5,-80.05391184,40.43008044
306021975,23033047,14,2023-03-05T01:52:00,"200 Block Shiloh St Pittsburgh, PA 15211",Y,Mount Washington,3,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1914,2,5,-80.00757555,40.43072711
306022560,23033080,0,2023-03-05T03:50:00,"50 Block 11th St Pittsburgh, PA 15222",Y,Central Business District,2,99,3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,201,3,3,-79.98767554,40.4289675
306025759,23033076,13,2023-03-05T03:28:00,"Woods Run Ave & Mc Clure Ave Pittsburgh, PA 15212",Y,Brighton Heights,1,RECEIVING STOLEN PROPERTY,"3925 Receiving Stolen Property. / 6106 Firearms not to be Carried without a License. / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount / 3323 Stop Signs and Yield Signs. / 3111 Obedience to Traffic-Control Devices. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)",2703,1,1,-80.03512123,40.47509895
306042994,23027756,13,2023-03-05T19:00:00,"30 Block Cushman St Pittsburgh, PA 15211",Y,Chateau,3,RECEIVING STOLEN PROPERTY,"3925 Receiving Stolen Property. / 6106 Firearms not to be Carried without a License. / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 9501 Bench Warrant / 13(a)(30)* Delivery of Controlled Substance / 6105(c)(9) Persons Not To Possess Use Manuf, Control Firearm",1807,3,5,-80.00447155,40.42657325
-3556077197,23040560,10,2023-03-19T15:37:00,"1200 Block Lakewood St Pittsburgh, PA 15220",Y,Elliott,6,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,2020,2,5,-80.04121528,40.44798372
307265930,23040172,14,2023-03-18T09:00:00,"2300 Block Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",1408,5,3,-79.92340703,40.43051245
307268917,23040676,0,2023-03-19T20:41:00,"1000 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,99,9093 Indirect Criminal Contempt,2902,4,3,-79.99172953,40.40598961
307309314,23038785,6,2023-03-14T09:00:00,"600 Block William Penn Pl Pittsburgh, PA 15219",N,Central Business District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,201,6,6,-79.99676214,40.44114128
307317677,23040933,99,2023-03-20T11:55:00,"5th Ave & Jumonville St Pittsburgh, PA 15219",N,Bluff,2,AIDED CASE,9497 Aided Case,103,6,3,-79.97761982,40.43824036
307334280,23040993,99,2023-03-13T06:30:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Highland Park,5,FOUND PROPERTY,9489 Found Property,1106,9,2,-79.90861668,40.47030563
-3530257811,23046050,11,2023-03-29T15:52:00,"700 Block S 21st St Pittsburgh, PA 15203",N,South Side Slopes,3,THEFT BY DECEPTION,3922 Theft by Deception.,1608,,,,
305875151,23031985,6,2023-03-03T07:12:00,"900 Block Beaver Ave Pittsburgh, PA 15233",N,Chateau,1,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,2108,6,1,-80.02822214,40.45080588
305875835,23031998,6,2023-03-03T07:12:00,"900 Block Beaver Ave Pittsburgh, PA 15233",N,Chateau,1,THEFT FROM AUTO,3934 Theft from Vehicle,2108,6,1,-80.02822214,40.45080588
305883454,23032017,6,2023-03-03T08:30:00,"100 Block Virginia Ave Pittsburgh, PA 15211",N,Mount Washington,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1914,2,5,-80.00737602,40.42948311
305893474,23032070,10,2023-03-02T13:00:00,"200 Block E Agnew Ave Pittsburgh, PA 15210",N,Carrick,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2902,4,3,-79.98438638,40.39573505
305900989,23032109,0,2023-03-03T11:50:00,"200 Block Voeghtly St Pittsburgh, PA 15212",N,North Shore,1,99,9994 PFA Service,2205,,,,
305901097,23032108,0,2023-03-03T11:00:00,"600 Block Delmont Ave Pittsburgh, PA 15210",N,Beltzhoover,3,99,9999 9999 - (Misc. Incident): PFA service Gun Relinquishment,1809,3,5,-80.004165,40.41724736
305903485,23032098,6,2023-03-03T11:25:00,"7300 Block Finance St Pittsburgh, PA 15208",N,Homewood South,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1303,9,2,-79.896854,40.45238079
305907725,23032135,10,2023-03-03T12:00:00,"200 Block Rothman St Pittsburgh, PA 15210",N,Arlington,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1603,,,,
305919806,23031649,11,2023-03-02T14:34:00,"100 Block Burr St Pittsburgh, PA 15210",Y,Mount Oliver,3,IDENTITY THEFT,4120 Identity Theft,1607,3,3,-79.97783483,40.41272262
305932833,23032248,10,2023-03-03T17:11:00,"5100 Block Columbo St Pittsburgh, PA 15224",Y,Garfield,5,RESIST ARREST/OTHER LAW ENFORC,5104 Resisting Arrest or Other Law Enforcement. / 3304 Criminal Mischief. / 13(a)(31) Marijuana: Possession Small Amount / 3503 Criminal Trespass,1016,9,2,-79.94026875,40.47027889
307225846,23040178,10,2023-03-18T07:00:00,"4900 Block Hatfield St Pittsburgh, PA 15201",N,Central Lawrenceville,2,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,901,7,2,-79.95748392,40.47751001
307226491,23040182,0,2023-03-18T20:59:00,"7200 Block Susquehanna St Pittsburgh, PA 15208",N,Homewood South,5,99,8106 Shots Fired,1303,,,,
307253261,23040428,27,2023-03-19T00:25:00,"Liberty Ave & 16th St Pittsburgh, PA 15222",N,Strip District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,203,7,6,-79.98689318,40.44822919
308131318,23042669,10,2023-03-22T16:31:00,Zone 1,N,,1,SIMPLE ASSAULT,2701 Simple Assault. / 3126 Indecent Assault.,,,,,
306134692,23033792,29,2023-03-06T15:55:00,"4700 Block Monongahela St Pittsburgh, PA 15207",N,Hazelwood,4,RUNAWAYS - JUVENILE,029 Missing Juvenile,1501,5,3,-79.9437526,40.41349899
306151823,23034003,99,2023-03-06T22:55:00,"100 Block Rhine Pl Pittsburgh, PA 15212",N,Spring Hill-City View,1,AIDED CASE,9497 Aided Case,2620,1,1,-79.99204185,40.46535965
306156350,23034046,10,2023-03-07T00:51:00,"800 Block Woodlow St Pittsburgh, PA 15205",N,Crafton Heights,6,SIMPLE ASSAULT,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 2701(a)(3) Simple Assault - Attempts by Physical Menace ",2814,2,5,-80.05116432,40.44694819
306177610,23034133,6,2023-03-07T07:30:00,"1300 Block Luzzo Ct Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,THEFT FROM AUTO,3934 Theft from Vehicle,1203,,,,
306223390,23034197,10,2023-03-06T21:55:00,"7500 Block Thomas St Pittsburgh, PA 15208",N,Point Breeze North,4,HARRASSMENT,2709(a) Harassment.,1405,9,2,-79.89534072,40.4500161
307791679,23043315,27,2023-03-24T16:50:00,"1100 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2902,4,3,-79.99090254,40.40494732
307792671,23043331,6,2023-03-23T13:00:00,"1100 Block N Highland Ave Pittsburgh, PA 15206",N,Highland Park,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1102,7,2,-79.9188933,40.47351426
307794910,23043318,99,2023-03-24T17:15:00,"500 Block Mt Pleasant Rd Pittsburgh, PA 15214",N,Northview Heights,1,AIDED CASE,9497 Aided Case,2609,,,,
307826994,23043748,14,2023-03-25T13:30:00,"1800 Block University Ave Pittsburgh, PA 15214",N,Perry South,1,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2614,,,,
307827267,23043736,0,2023-03-25T12:53:00,"5700 Block Darlington Rd Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): ,1413,5,3,-79.92490352,40.43668202
307848285,23044224,0,2023-03-26T02:50:00,"Forbes Ave & Semple St Pittsburgh, PA 15213",N,Central Oakland,4,99,9999 9999 - (Misc. Incident): Crash vs Bicyclist,405,3,3,-79.95884115,40.44021951
307871292,23044544,10,2023-03-26T18:08:00,"3300 Block Webster Ave Pittsburgh, PA 15219",N,Upper Hill,2,SIMPLE ASSAULT,2701 Simple Assault.,506,6,3,-79.9645154,40.45284249
307892675,23044741,0,2023-03-27T06:58:00,"1400 Block Berry St Pittsburgh, PA 15204",Y,Sheraden,6,99,9999 9999 - (Misc. Incident): Putting Down Injured Deer,2022,2,5,-80.06146143,40.44958574
-3545213100,23044750,6,2023-03-23T12:00:00,"800 Block Freeland St Pittsburgh, PA 15210",N,Allentown,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1803,3,5,-79.9936418,40.41915091
307917010,23045441,10,2023-03-27T09:29:00,"2100 Block Rhine Pl Pittsburgh, PA 15212",Y,Knoxville,1,SIMPLE ASSAULT,2701 Simple Assault.,3001,1,1,-79.99361351,40.46659028
306754250,23037256,99,2023-03-13T11:50:00,"2100 Block Moredale St Pittsburgh, PA 15210",N,Brookline,6,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),3206,4,5,-80.00426034,40.3971932
306763797,23037403,6,2023-03-13T08:00:00,"100 Block S 19th St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3934 Theft from Vehicle,1702,3,3,-79.97945446,40.42813681
306819738,23037624,10,2023-03-14T05:45:00,"200 Block 38th St Pittsburgh, PA 15201",Y,Lower Lawrenceville,2,SIMPLE ASSAULT,2701 Simple Assault.,603,7,2,-79.96426168,40.46683702
308082475,23045857,24,2023-03-29T08:10:00,"200 Block Stanwix St Pittsburgh, PA 15222",Y,Central Business District,2,DISORDERLY CONDUCT,5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,201,6,6,-80.00488341,40.43983159
306056185,23033381,6,2023-03-05T19:07:00,"Liberty Ave & Market St Pittsburgh, PA 15222",Y,Central Business District,2,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3925 Receiving Stolen Property.,201,6,6,-80.00179771,40.44193175
306072423,23033519,10,2023-03-06T02:20:00,"300 Block Bausman St Pittsburgh, PA 15210",Y,Knoxville,3,TERRORISTIC THREATS,2706 Terroristic Threats.,3001,3,5,-79.99311092,40.41413561
306087075,23033600,0,2023-03-06T07:30:00,"S Aiken Ave & Harriet St Pittsburgh, PA 15224",N,Bloomfield,5,99,9999 9999 - (Misc. Incident): ,806,7,2,-79.93805423,40.45959556
306094657,23033573,0,2023-03-06T07:57:00,"1400 Block Hidden Timber Dr Pittsburgh, PA 15205",N,Crafton Heights,6,99,607.03 Discharging Firearm or Airgun / 8106 Shots Fired,2814,2,5,-80.04781185,40.44531468
306121069,23033755,0,2023-03-06T14:24:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",N,California-Kirkbride,1,99,9994 PFA Service,2507,6,1,-80.01656851,40.45687441
306121710,23033762,0,2023-03-06T14:58:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",N,California-Kirkbride,1,99,9994 PFA Service,2507,6,1,-80.01656851,40.45687441
306142570,23033858,0,2023-03-06T17:29:00,"Smallman St & 16th St Brg Pittsburgh, PA 15222",N,Central Business District,2,99,2701(b)(1) Simple Assault - Fight or Scuffle Entered by Mutual Consent,201,,,,
307338416,23041061,18,2023-03-20T15:21:00,"Strawberry Way & Montour Way Pittsburgh, PA 15219",Y,Central Business District,2,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance,201,6,6,-79.99677988,40.4419642
307342922,23040718,29,2023-03-19T22:51:00,"5000 Block 2nd Ave Pittsburgh, PA 15207",N,Hazelwood,4,RUNAWAYS - JUVENILE,029 Missing Juvenile,1515,5,3,-79.94368635,40.40855025
307364296,23041181,0,2023-03-20T19:00:00,"500 Block S Aiken Ave Pittsburgh, PA 15232",N,Shadyside,4,99,9999 9999 - (Misc. Incident): ,709,8,2,-79.9386684,40.45568922
307366423,23031318,20,2023-03-01T23:49:00,"Baum Ctr & Melwood Br Pittsburgh, PA 15213",Y,North Oakland,4,ENDANGER WELFARE OF CHILDREN,4304(a)(1) Endangering Welfare of Children. / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 1786 Required Financial Responsibility. / 3736 Reckless Driving / 3802(a)(1) DUI - General Impairment / 3112 Traffic-Control Signals.,507,6,3,-79.95194469,40.45403849
307368270,23041293,4,2023-03-20T23:34:00,"Bedford Ave Pittsburgh, PA 15219",N,Bedford Dwellings,2,AGG-ASSAULT,2702 Aggravated Assault.,509,6,3,-79.98281393,40.44722057
305940631,23032341,6,2023-03-03T19:22:00,"5300 Block Baum Blvd Pittsburgh, PA 15224",Y,Bloomfield,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,806,,,,
305945283,23032387,0,2023-03-03T21:21:00,"Liberty Tunl Pittsburgh, PA 15210",N,Arlington,3,99,9134 Pedestrian Hit by Vehicle/Non-Reportable Accident,1603,,,,
305949161,23032472,99,2023-03-04T01:46:00,"500 Block Cabot Way Pittsburgh, PA 15203",N,South Side Flats,3,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),1702,3,3,-79.99484692,40.42911915
305949280,23032436,3,2023-03-04T00:22:00,"2800 Block California Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,ROBBERY,3701 Robbery. / 2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2705 Recklessly Endangering Another Person. / 607.03 Discharging Firearm or Airgun,2715,1,1,-80.03553602,40.46873719
305949942,23032500,4,2023-03-04T02:33:00,"5700 Block Forward Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,AGG-ASSAULT,2702 Aggravated Assault. / 2706 Terroristic Threats.,1413,5,3,-79.92475923,40.42904823
305950053,23032506,10,2023-03-04T03:06:00,"700 Block Montclair St Pittsburgh, PA 15217",Y,Greenfield,4,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,1517,5,3,-79.93314189,40.42042697
